price,rooms,halls,area,orientation,decoration,floor_level,total_floor,building_type,community,subdistrict
2050000.0,3.0,2.0,111.69,"南,",精装,高,11.0,板楼,金地格林小城美茵区,新南湖 
1800000.0,3.0,2.0,121.96,"南,",精装,中,12.0,板楼,南湖雅园,珞狮南路 
1670000.0,2.0,2.0,88.15,"南,",精装,低,18.0,,美林青城,杨园 
1530000.0,2.0,2.0,80.06,"南,",精装,低,33.0,塔楼,保利中央公馆,新南湖 
1190000.0,2.0,2.0,82.74,"西南,",精装,中,34.0,板楼,万科金色城市18地块,白沙洲 
1150000.0,2.0,1.0,97.89,"南,",,高,32.0,板楼,沙湖港湾B区,东湖东亭 
2050000.0,3.0,1.0,102.14,"南,",,中,34.0,板楼,保利新武昌K4地块,白沙洲 
1680000.0,3.0,2.0,98.36,"南,",精装,低,30.0,板楼,东原启城二期,白沙洲 
1380000.0,3.0,2.0,117.71,"东南,",精装,中,34.0,板楼,新力城,白沙洲 
2000000.0,3.0,2.0,102.95,"南,北,",精装,高,33.0,板楼,保利新武昌K4地块,白沙洲 
1230000.0,3.0,2.0,112.63,"南,",毛坯,中,26.0,塔楼,彩虹郡,黄家湖 
1450000.0,3.0,2.0,122.17,"南,北,",精装,中,33.0,板楼,美好长江首玺,白沙洲 
2130000.0,3.0,2.0,93.57,"南,北,",精装,中,34.0,塔楼,保利中央公馆,新南湖 
1680000.0,3.0,1.0,96.83,"南,",精装,低,45.0,板楼,保利新武昌K5地块,白沙洲 
2400000.0,3.0,2.0,91.45,"南,",简装,低,30.0,板楼,三金雄楚天地,虎泉杨家湾 
2160000.0,3.0,2.0,107.91,"西南,",精装,中,33.0,板楼,保利新武昌K4地块,白沙洲 
2060000.0,3.0,1.0,102.14,"南,",精装,高,34.0,板楼,保利新武昌K4地块,白沙洲 
1570000.0,3.0,1.0,101.24,"南,",毛坯,低,34.0,板楼,中建铂公馆,白沙洲 
2240000.0,3.0,1.0,91.12,"南,北,",精装,低,18.0,板楼,大华南湖公园世家二期,新南湖 
2220000.0,3.0,2.0,94.78,"南,",精装,中,29.0,,保利城三期,团结大道 
1730000.0,3.0,1.0,122.18,"南,北,",精装,低,31.0,板楼,东沙花园南区,徐东 
2620000.0,3.0,2.0,114.09,"南,北,",精装,中,17.0,板楼,首开&华侨城&金茂·东湖金茂府,青山 
925000.0,3.0,2.0,97.84,"东,",毛坯,低,30.0,板楼,彩虹郡,黄家湖 
1300000.0,3.0,2.0,132.7,"南,",毛坯,低,32.0,板楼,毛坦港湾A区,白沙洲 
2050000.0,3.0,2.0,113.44,"西,",毛坯,低,42.0,,东湖城拾景,东湖东亭 
2050000.0,3.0,2.0,113.44,"西,",毛坯,低,42.0,,东湖城拾景,东湖东亭 
1730000.0,3.0,1.0,122.18,"南,北,",精装,低,31.0,板楼,东沙花园南区,徐东 
3580000.0,3.0,2.0,133.11,"南,",毛坯,低,41.0,塔楼,华侨城原岸,洪山其它 
1640000.0,3.0,2.0,89.15,"南,",精装,中,34.0,板楼,复地悦城二期东区,白沙洲 
1490000.0,3.0,2.0,115.47,"南,北,",,高,27.0,板楼,欢乐星城,东湖东亭 
1625000.0,3.0,1.0,134.31,"南,北,",毛坯,低,33.0,板楼,欢乐星城,东湖东亭 
1400000.0,3.0,2.0,101.62,"东南,",精装,高,32.0,,东亭新嘉源,团结大道 
1550000.0,3.0,2.0,88.29,"东南,",精装,低,38.0,,保利上城西区,白沙洲 
1850000.0,3.0,2.0,104.7,"南,北,",精装,中,40.0,,保利上城西区,白沙洲 
2530000.0,3.0,2.0,120.85,"东南,",精装,中,33.0,,保利城,团结大道 
2140000.0,4.0,2.0,142.74,"南,",精装,低,48.0,,东原启城三/四期,白沙洲 
1400000.0,4.0,2.0,135.26,"南,北,",毛坯,高,30.0,板楼,毛坦港湾A区,白沙洲 
1950000.0,3.0,2.0,118.64,"南,北,",精装,中,34.0,,保利上城,白沙洲 
1200000.0,3.0,1.0,72.57,"南,",精装,低,7.0,板楼,钢都花园127街坊,青山 
1730000.0,3.0,1.0,116.33,"南,",精装,高,47.0,板楼,东原启城一期,白沙洲 
2020000.0,3.0,2.0,101.54,"南,",精装,中,33.0,板楼,保利新武昌K4地块,白沙洲 
1250000.0,3.0,2.0,92.16,"南,北,",精装,中,34.0,板楼,东原乐见城三期,珞狮南路 
1526000.0,3.0,1.0,105.94,"南,北,",精装,中,34.0,板楼,东原乐见城三期,珞狮南路 
1130000.0,3.0,2.0,86.33,"东南,",精装,中,35.0,板楼,东原湖光里,黄家湖 
2550000.0,3.0,2.0,106.54,"南,",毛坯,高,32.0,板楼,华侨城欢乐天际,青山 
2030000.0,3.0,1.0,96.54,"南,",精装,高,29.0,,保利城三期,团结大道 
1040000.0,3.0,2.0,114.8,"南,",毛坯,低,32.0,板楼,彩虹郡,黄家湖 
1080000.0,4.0,2.0,136.71,"南,北,",毛坯,高,26.0,板楼,爱家名校华城,白沙洲 
2200000.0,3.0,1.0,91.39,"南,",毛坯,高,40.0,板楼,正堂山外山,徐东 
2048000.0,3.0,2.0,126.47,"南,北,",精装,高,37.0,板楼,保利新武昌,白沙洲 
800000.0,3.0,2.0,97.22,"南,",毛坯,高,31.0,,红霞雅苑,白沙洲 
1070000.0,3.0,2.0,102.58,"南,北,",毛坯,高,31.0,板楼,胜利丰园,白沙洲 
1190000.0,3.0,2.0,111.0,"东南,",精装,低,53.0,板楼,新力城,白沙洲 
1050000.0,3.0,2.0,96.91,"南,",精装,低,35.0,板楼,彩虹郡,黄家湖 
1030000.0,3.0,2.0,140.52,"南,",简装,中,11.0,塔楼,红霞名苑,白沙洲 
1130000.0,3.0,2.0,86.33,"东南,",精装,中,35.0,板楼,东原湖光里,黄家湖 
2200000.0,3.0,1.0,91.39,"南,",毛坯,高,40.0,板楼,正堂山外山,徐东 
2550000.0,3.0,2.0,106.54,"南,",毛坯,高,32.0,板楼,华侨城欢乐天际,青山 
2030000.0,3.0,1.0,96.54,"南,",精装,高,29.0,,保利城三期,团结大道 
2290000.0,3.0,2.0,124.65,"南,",,中,33.0,板楼,东原启城二期,白沙洲 
3490000.0,3.0,2.0,121.57,"南,",,高,45.0,板楼,保利大都会,卓刀泉 
1820000.0,3.0,2.0,120.5,"南,北,",精装,低,18.0,板楼,保利心语一期,珞狮南路 
800000.0,3.0,2.0,97.22,"南,",毛坯,高,31.0,,红霞雅苑,白沙洲 
1070000.0,3.0,2.0,102.58,"南,北,",毛坯,高,31.0,板楼,胜利丰园,白沙洲 
1770000.0,3.0,2.0,100.88,"南,",精装,高,44.0,板楼,保利新武昌K4地块,白沙洲 
1190000.0,3.0,2.0,111.0,"东南,",精装,低,53.0,板楼,新力城,白沙洲 
1320000.0,3.0,2.0,131.37,"南,",毛坯,中,31.0,塔楼,彩虹郡,黄家湖 
2300000.0,3.0,2.0,119.59,"南,",毛坯,高,32.0,,东湖城拾景,东湖东亭 
2350000.0,2.0,2.0,81.93,"南,",精装,中,30.0,,凯乐桂园,卓刀泉 
310000.0,1.0,1.0,35.89,"东南,",精装,中,28.0,,花样年幸福万象,团结大道 
1150000.0,2.0,1.0,96.94,"南,北,",简装,中,8.0,板楼,丽湖花园,珞狮南路 
1250000.0,2.0,1.0,62.23,"南,",精装,高,7.0,板楼,五环社区,虎泉杨家湾 
2850000.0,3.0,2.0,118.76,"南,北,",精装,低,6.0,板楼,大华南湖公园世家一期,珞狮南路 
2600000.0,3.0,2.0,120.15,"南,西南,",毛坯,高,32.0,板楼,城投瀚城璞岸,卓刀泉 
950000.0,3.0,2.0,92.04,"南,",简装,,,塔楼,福星惠誉东澜岸,白沙洲 
1270000.0,2.0,1.0,81.44,"南,",毛坯,低,46.0,,融侨悦府,青山 
630000.0,2.0,2.0,61.91,"西南,",精装,低,22.0,塔楼,花样年幸福万象,团结大道 
1420000.0,2.0,2.0,74.47,"东南,",精装,低,34.0,,保利上城,白沙洲 
1080000.0,2.0,2.0,94.98,"南,",精装,高,18.0,塔楼,明泽丰华苑,新南湖 
910000.0,2.0,2.0,80.27,"南,",毛坯,高,33.0,板楼,胜利丰园,白沙洲 
980000.0,2.0,2.0,92.21,"东南,",简装,高,32.0,板楼,毛坦港湾A区,白沙洲 
1030000.0,2.0,2.0,76.62,"南,北,",精装,中,34.0,板楼,万科金色城市20地块,白沙洲 
960000.0,2.0,2.0,91.65,"南,北,",简装,高,33.0,板楼,南国都市,白沙洲 
900000.0,2.0,2.0,74.09,"南,北,",精装,低,29.0,板楼,烽火尚品虹城,白沙洲 
1548000.0,2.0,2.0,83.54,"南,",精装,低,24.0,塔楼,宝安璞园二期,南湖沃尔玛 
950000.0,2.0,1.0,78.06,"南,",精装,中,18.0,板楼,军威苑小区,老南湖 
878000.0,2.0,1.0,60.43,"南,",简装,低,34.0,塔楼,南湖鸿城家园,新南湖 
2450000.0,3.0,2.0,116.98,"北,南,",精装,中,32.0,,金地自在城,团结大道 
2100000.0,3.0,2.0,103.89,"东,西,",精装,高,34.0,,金地自在城,团结大道 
570000.0,1.0,1.0,52.88,"西,",简装,高,32.0,,铁机新居,团结大道 
1245000.0,3.0,2.0,88.26,"南,北,",,中,34.0,板楼,世茂林屿岸,文化大道 
1350000.0,2.0,2.0,103.34,"南,",精装,中,19.0,板楼,东方玉龙居,青山 
640000.0,1.0,0.0,39.34,"西,",精装,低,19.0,板楼,天下龙岭广场,街道口 
1860000.0,2.0,2.0,83.04,"南,北,",精装,中,28.0,塔楼,中建南湖壹号,珞狮南路 
1150000.0,2.0,2.0,87.85,"东,南,",精装,中,34.0,板楼,世茂林屿岸,文化大道 
1400000.0,3.0,2.0,84.81,"南,",简装,高,18.0,板楼,保利心语三期,珞狮南路 
760000.0,1.0,1.0,35.95,"南,",精装,中,11.0,板楼,宝安璞园二期,南湖沃尔玛 
1430000.0,2.0,2.0,78.02,"南,",精装,低,34.0,,保利公园九里,老南湖 
1290000.0,2.0,2.0,98.42,"南,",简装,中,8.0,板楼,南湖雅园,珞狮南路 
1650000.0,2.0,2.0,90.69,"南,",精装,中,17.0,塔楼,鹿鸣苑,卓刀泉 
265000.0,1.0,1.0,38.51,"东南,",精装,低,36.0,塔楼,万科金色城市16地块,白沙洲 
1120000.0,3.0,2.0,87.86,"南,",精装,中,34.0,,世茂林屿岸,文化大道 
1700000.0,1.0,1.0,58.8,"南,",精装,高,29.0,板楼,保利华都,虎泉杨家湾 
1050000.0,3.0,2.0,126.67,"南,北,",毛坯,高,26.0,板楼,韵湖春晓,文化大道 
1550000.0,2.0,2.0,77.07,"南,",精装,中,34.0,板楼,保利新武昌K4地块,白沙洲 
1360000.0,3.0,2.0,104.43,"南,北,",简装,中,7.0,板楼,七一二所社区,老南湖 
2140000.0,3.0,2.0,98.18,"南,",精装,低,18.0,板楼,泓悦府,街道口 
650000.0,2.0,1.0,95.44,"东南,南,东,",简装,中,11.0,板楼,红霞新村,白沙洲 
3450000.0,3.0,2.0,113.04,"东,西,",精装,中,45.0,板楼,保利大都会,卓刀泉 
780000.0,2.0,1.0,61.11,"东南,",精装,中,33.0,板楼,明泽第六区,珞狮南路 
990000.0,2.0,1.0,81.39,"南,",简装,低,15.0,板楼,丽华苑,团结大道 
1090000.0,2.0,2.0,94.69,"南,",,高,27.0,板楼,沙湖港湾,东湖东亭 
2550000.0,3.0,2.0,109.35,"南,北,",精装,低,46.0,塔楼,中建南湖壹号,珞狮南路 
1060000.0,2.0,2.0,96.26,"南,北,",精装,中,34.0,,林湖景苑小区,青山 
880000.0,2.0,2.0,87.87,"南,",毛坯,低,29.0,,长江鑫都A区,白沙洲 
1320000.0,2.0,2.0,89.6,"南,北,",精装,低,34.0,板楼,东沙花园北区,团结大道 
2180000.0,3.0,2.0,119.23,"南,北,",毛坯,低,32.0,,东湖城拾景,东湖东亭 
1020000.0,2.0,2.0,78.08,"东南,西南,",简装,中,28.0,板楼,万科金色城市17地块,白沙洲 
1915000.0,3.0,1.0,93.95,"南,北,",精装,中,47.0,,福星惠誉东湖城二期,东湖东亭 
1420000.0,2.0,2.0,84.18,"南,北,",精装,低,25.0,板楼,爱家皇家公馆,团结大道 
1450000.0,3.0,2.0,109.02,"南,北,",毛坯,中,32.0,,沙湖港湾三期,东湖东亭 
1250000.0,2.0,2.0,84.0,"南,",简装,中,18.0,板楼,丽华苑,团结大道 
770000.0,1.0,1.0,65.37,"南,",精装,高,27.0,板楼,徐东苑,团结大道 
799000.0,2.0,2.0,87.53,"南,",,高,30.0,板楼,彩虹郡,黄家湖 
1480000.0,2.0,2.0,74.55,"东南,",精装,低,34.0,塔楼,保利中央公馆,新南湖 
1050000.0,2.0,2.0,90.78,"东南,",精装,中,30.0,,毛坦港湾A区,白沙洲 
3580000.0,3.0,2.0,126.42,"南,北,",精装,低,44.0,板楼,保利大都会,卓刀泉 
1020000.0,2.0,2.0,77.96,"东南,",毛坯,高,32.0,,沙湖港湾三期,东湖东亭 
1950000.0,3.0,1.0,111.08,"南,北,",精装,低,48.0,,金科城,青山 
2000000.0,3.0,2.0,103.64,"南,",简装,中,5.0,板楼,湖北经济学院洪山校区宿舍,街道口 
1310000.0,2.0,1.0,82.35,"南,",精装,低,34.0,板楼,复地悦城一期西区,白沙洲 
1630000.0,3.0,2.0,99.27,"东南,",毛坯,中,47.0,板楼,金科城,青山 
1650000.0,3.0,2.0,120.67,"南,北,",毛坯,高,34.0,板楼,泉盛花园,卓刀泉 
1590000.0,3.0,2.0,107.02,"南,北,",,中,34.0,,巴黎春天,文化大道 
3550000.0,4.0,2.0,146.03,"南,北,",毛坯,低,32.0,板楼,城投瀚城璞岸,卓刀泉 
1880000.0,3.0,2.0,122.68,"南,北,",精装,高,45.0,板楼,东原乐见城二期,珞狮南路 
538000.0,1.0,1.0,38.55,"南,北,",精装,中,18.0,塔楼,明泽丰华苑,新南湖 
1230000.0,2.0,2.0,97.87,"南,北,",,高,32.0,板楼,沙湖港湾B区,东湖东亭 
1400000.0,2.0,2.0,78.88,"南,",精装,低,38.0,,保利上城西区,白沙洲 
1200000.0,2.0,2.0,80.11,"东北,",毛坯,中,32.0,塔楼,南湖鸿城家园,新南湖 
880000.0,2.0,2.0,73.7,"南,",简装,中,28.0,板楼,烽火尚品虹城,白沙洲 
1450000.0,2.0,2.0,90.37,"南,",精装,中,18.0,板楼,武铁佳苑,徐东 
950000.0,2.0,1.0,82.16,"南,",精装,,,塔楼,福星惠誉东澜岸,白沙洲 
2750000.0,3.0,2.0,110.07,"南,",毛坯,高,31.0,塔楼,城投瀚城璞岸,卓刀泉 
1030000.0,2.0,2.0,73.87,"南,",简装,低,33.0,板楼,烽火▪崇文蘭庭,白沙洲 
1230000.0,2.0,2.0,97.87,"南,北,",,高,32.0,板楼,沙湖港湾B区,东湖东亭 
538000.0,1.0,1.0,38.55,"南,北,",精装,中,18.0,塔楼,明泽丰华苑,新南湖 
1200000.0,2.0,2.0,80.11,"东北,",毛坯,中,32.0,塔楼,南湖鸿城家园,新南湖 
1880000.0,3.0,2.0,122.68,"南,北,",精装,高,45.0,板楼,东原乐见城二期,珞狮南路 
1790000.0,3.0,2.0,122.18,"南,北,",精装,高,31.0,板楼,东沙花园南区,徐东 
940000.0,2.0,2.0,73.15,"南,",精装,中,7.0,板楼,钢花南苑,青山 
950000.0,2.0,2.0,85.31,"东南,南,",毛坯,中,31.0,板楼,毛坦港湾B区,白沙洲 
2660000.0,3.0,2.0,106.81,"南,北,",精装,中,26.0,板楼,大华南湖公园世家三期,新南湖 
3100000.0,3.0,2.0,116.91,"南,北,",精装,中,34.0,板楼,保利城四期,团结大道 
970000.0,3.0,2.0,97.36,"南,",精装,中,24.0,,彩虹郡,黄家湖 
1450000.0,3.0,2.0,81.82,"南,",,高,34.0,,保利上城,白沙洲 
1520000.0,3.0,2.0,97.19,"南,",精装,低,34.0,,巴黎春天,文化大道 
1250000.0,3.0,2.0,89.67,"南,北,",精装,低,34.0,,世茂林屿岸,文化大道 
1850000.0,3.0,2.0,88.65,"南,",精装,中,33.0,,金地自在城,团结大道 
1650000.0,3.0,2.0,111.18,"西南,",简装,低,8.0,板楼,湖北交通职业技术学校家属区,虎泉杨家湾 
1530000.0,2.0,2.0,73.21,"南,",精装,低,18.0,板楼,大华南湖公园世家二期,新南湖 
1150000.0,2.0,2.0,80.56,"南,",毛坯,高,33.0,,诺展星座,团结大道 
5300000.0,4.0,2.0,171.2,"南,",毛坯,低,33.0,板楼,华侨城原岸,洪山其它 
1530000.0,2.0,2.0,80.06,"南,",精装,中,33.0,塔楼,保利中央公馆,新南湖 
920000.0,2.0,1.0,89.85,"南,",简装,中,11.0,,富强万象新城,白沙洲 
387000.0,1.0,1.0,31.67,"南,",毛坯,中,32.0,板楼,铁机新居,团结大道 
1050000.0,2.0,1.0,83.76,"南,",精装,中,49.0,板楼,世茂林屿岸,文化大道 
1580000.0,2.0,1.0,77.12,"南,",精装,低,34.0,板楼,保利新武昌K4地块,白沙洲 
970000.0,2.0,2.0,94.69,"南,",,高,27.0,板楼,沙湖港湾,东湖东亭 
895000.0,2.0,1.0,72.96,"东,",精装,低,28.0,板楼,烽火尚品虹城,白沙洲 
770000.0,2.0,1.0,61.37,"南,北,",简装,高,34.0,板楼,东沙花园北区,团结大道 
1380000.0,2.0,1.0,94.35,"南,",简装,中,31.0,板楼,武铁佳苑,徐东 
2220000.0,3.0,2.0,104.58,"南,北,",精装,中,32.0,板楼,城投瀚城,卓刀泉 
1400000.0,2.0,2.0,91.65,"南,北,",精装,高,31.0,板楼,东沙花园南区,徐东 
1200000.0,2.0,2.0,102.8,"南,",简装,低,30.0,,铁机盛世家园,东湖东亭 
440000.0,1.0,1.0,32.1,"东南,",精装,高,29.0,塔楼,徐东苑,团结大道 
1040000.0,2.0,1.0,82.96,"南,",精装,中,34.0,板楼,世茂林屿岸,文化大道 
1700000.0,2.0,1.0,78.01,"西南,",精装,低,57.0,塔楼,纯水岸东湖天屿一期,东湖东亭 
9500000.0,5.0,2.0,261.74,"南,北,",精装,,,,保利心语五期紫岸,珞狮南路 
3400000.0,4.0,2.0,186.27,"南,北,",简装,中,5.0,板楼,江南庭园,南湖沃尔玛 
4200000.0,6.0,2.0,193.27,"南,北,",精装,中,5.0,板楼,泰然南湖玫瑰湾一期,珞狮南路 
1660000.0,3.0,2.0,95.75,"南,北,",精装,中,34.0,塔楼,东原启城一期,白沙洲 
1750000.0,3.0,2.0,137.35,"南,",精装,中,17.0,板楼,冶建花园西区,青山 
1690000.0,3.0,2.0,100.97,"南,北,",简装,低,27.0,板楼,武昌府一期B区,南湖沃尔玛 
630000.0,1.0,1.0,49.23,"南,",精装,中,18.0,,明泽丰华苑下马湖,珞狮南路 
950000.0,2.0,2.0,74.09,"南,",精装,中,29.0,板楼,烽火尚品虹城,白沙洲 
2790000.0,3.0,2.0,132.31,"南,北,",简装,中,11.0,,名都花园,卓刀泉 
1160000.0,2.0,2.0,74.62,"东南,",精装,低,34.0,板楼,复地悦城一期西区,白沙洲 
530000.0,1.0,1.0,38.34,"南,",精装,高,18.0,塔楼,明泽丰华苑,新南湖 
1255000.0,3.0,2.0,99.25,"东南,",简装,中,18.0,,东亭新嘉源,团结大道 
1400000.0,2.0,1.0,77.2,"南,",精装,中,24.0,,爱家皇家公馆,团结大道 
3500000.0,3.0,2.0,118.19,"南,",简装,高,29.0,板楼,保利华都,虎泉杨家湾 
2200000.0,1.0,0.0,171.41,"南,",简装,低,7.0,,博文花园,街道口 
1300000.0,2.0,2.0,87.59,"南,",,中,33.0,塔楼,武昌府A区,南湖沃尔玛 
3200000.0,4.0,2.0,131.6,"南,北,",简装,中,26.0,,大华南湖公园世家三期,新南湖 
1080000.0,2.0,2.0,96.28,"南,",,中,18.0,塔楼,明泽丰华苑,新南湖 
1600000.0,3.0,1.0,103.18,"南,",,高,34.0,塔楼,世茂云锦玉海园,白沙洲 
815000.0,2.0,2.0,69.7,"东南,",毛坯,低,29.0,板楼,烽火尚品虹城,白沙洲 
4800000.0,4.0,2.0,172.68,"南,",精装,低,6.0,塔楼,金地圣爱米伦,新南湖 
1280000.0,3.0,1.0,91.65,"南,",精装,低,31.0,板楼,东沙花园南区,徐东 
3950000.0,4.0,1.0,173.72,"南,",,高,39.0,,保利城三期,团结大道 
1950000.0,3.0,2.0,96.47,"南,北,",精装,中,44.0,板楼,保利新武昌K4地块,白沙洲 
1320000.0,2.0,2.0,96.21,"南,",简装,低,30.0,塔楼,翡翠城,卓刀泉 
1900000.0,3.0,2.0,131.1,"南,北,",简装,低,30.0,塔楼,翡翠城,卓刀泉 
1180000.0,3.0,1.0,91.09,"南,北,",,中,6.0,板楼,平安花园(洪山),白沙洲 
1950000.0,4.0,2.0,118.0,"南,北,",毛坯,低,47.0,塔楼,东原启城一期,白沙洲 
1800000.0,3.0,2.0,114.67,"南,",精装,中,34.0,板楼,世茂云锦玉海园,白沙洲 
2280000.0,3.0,2.0,129.74,"南,",毛坯,低,34.0,塔楼,清能清江锦城一期,白沙洲 
1290000.0,3.0,2.0,90.89,"南,",精装,高,16.0,板楼,香水湾,白沙洲 
3150000.0,3.0,2.0,117.37,"南,北,",精装,低,6.0,板楼,金地格林小城美茵区,新南湖 
1720000.0,3.0,2.0,118.39,"东南,",简装,中,18.0,,芷岸龙庭,珞狮南路 
1295000.0,3.0,1.0,104.2,"南,北,",精装,中,11.0,板楼,汇丰家园,白沙洲 
2000000.0,3.0,2.0,94.58,"南,北,",精装,中,32.0,,保利心语八期,珞狮南路 
430000.0,1.0,1.0,36.08,"西,",,高,29.0,板楼,保利公园九里,老南湖 
700000.0,1.0,1.0,35.07,"北,",简装,低,22.0,板楼,长航蓝晶绿洲一二期,徐东 
2480000.0,4.0,2.0,119.62,"南,北,",精装,高,24.0,板楼,保利心语六期,珞狮南路 
3450000.0,5.0,2.0,121.59,"南,北,",精装,高,6.0,板楼,大华南湖公园世家二期,新南湖 
1560000.0,3.0,2.0,126.0,"南,北,",,中,34.0,板楼,新城阅璟台,白沙洲 
8000000.0,5.0,2.0,268.34,"南,",简装,低,3.0,板楼,半岛花园,珞狮南路 
1420000.0,3.0,1.0,95.35,"南,",,高,34.0,板楼,万科金色城市23地块,白沙洲 
1850000.0,3.0,2.0,123.41,"南,",毛坯,低,34.0,板楼,世茂云锦玉海园,白沙洲 
1100000.0,3.0,1.0,109.84,"南,",,高,8.0,板楼,武泰闸花园小区,白沙洲 
1980000.0,3.0,1.0,91.45,"南,",精装,低,46.0,,融侨悦府,青山 
1480000.0,3.0,2.0,122.13,"东南,南,",精装,低,33.0,板楼,美好长江首玺,白沙洲 
1300000.0,3.0,1.0,83.17,"南,",,中,35.0,板楼,东原湖光里,黄家湖 
1450000.0,3.0,2.0,143.3,"南,北,",,中,8.0,塔楼,星桥苑小区,青山 
1370000.0,3.0,2.0,106.25,"南,北,",,中,23.0,板楼,香水湾,白沙洲 
1840000.0,3.0,1.0,87.61,"南,",,低,27.0,,金地自在城,团结大道 
3070000.0,3.0,2.0,130.74,"南,",精装,高,11.0,板楼,金地格林小城美茵区,新南湖 
2520000.0,4.0,2.0,126.16,"南,",精装,中,8.0,板楼,珞南工商所宿舍,街道口 
2200000.0,4.0,2.0,134.28,"南,北,",简装,中,12.0,板楼,南湖雅园,珞狮南路 
1600000.0,3.0,2.0,135.41,"南,",简装,中,8.0,板楼,丽湖花园,珞狮南路 
1370000.0,3.0,1.0,88.93,"南,",毛坯,中,11.0,板楼,东原湖光里,黄家湖 
2500000.0,3.0,2.0,131.49,"南,",毛坯,高,33.0,塔楼,清能清江锦城一期,白沙洲 
1660000.0,2.0,1.0,88.73,"南,北,",简装,中,11.0,板楼,027社区,老南湖 
3450000.0,3.0,2.0,123.42,"南,北,",毛坯,低,34.0,板楼,保利华都,虎泉杨家湾 
2000000.0,3.0,2.0,116.52,"南,",精装,高,45.0,板楼,东原启城一期,白沙洲 
2380000.0,3.0,2.0,120.21,"南,北,",毛坯,低,33.0,塔楼,佳兆业金域天下三期,白沙洲 
1660000.0,2.0,1.0,88.73,"南,北,",简装,中,11.0,板楼,027社区,老南湖 
2000000.0,3.0,2.0,157.12,"东,西,",简装,低,9.0,板楼,南湖雅园,珞狮南路 
1950000.0,3.0,2.0,109.77,"南,北,",精装,中,44.0,板楼,东原启城二期,白沙洲 
3000000.0,2.0,2.0,91.1,"东南,",精装,中,32.0,板楼,纯水岸东湖三期,东湖东亭 
1380000.0,3.0,1.0,106.69,"南,北,",毛坯,低,17.0,板楼,香水湾,白沙洲 
2930000.0,4.0,2.0,139.91,"东南,",精装,低,46.0,板楼,金科城,青山 
680000.0,2.0,1.0,61.91,"南,",精装,中,22.0,塔楼,花样年幸福万象,团结大道 
3280000.0,4.0,1.0,134.29,"东南,",毛坯,中,34.0,塔楼,保利公园九里五期,老南湖 
1860000.0,3.0,2.0,118.93,"南,北,",毛坯,高,31.0,板楼,花样年锦绣城B区,白沙洲 
1800000.0,3.0,2.0,134.37,"南,北,",毛坯,中,28.0,板楼,楚天都市沁园,黄家湖 
1740000.0,3.0,2.0,90.32,"南,北,",毛坯,低,34.0,板楼,保利公园九里,老南湖 
1380000.0,2.0,2.0,103.34,"南,",精装,中,19.0,板楼,东方玉龙居,青山 
1850000.0,3.0,2.0,89.76,"南,北,",精装,中,34.0,板楼,保利公园九里,老南湖 
1555000.0,2.0,1.0,91.33,"南,",毛坯,低,33.0,,融侨悦府,青山 
1490000.0,3.0,2.0,95.92,"东南,",精装,中,34.0,,万科金色城市23地块,白沙洲 
860000.0,2.0,1.0,73.12,"南,",简装,中,7.0,板楼,武泰闸花园小区,白沙洲 
1500000.0,3.0,1.0,91.85,"南,",简装,高,8.0,板楼,高创小区,卓刀泉 
1350000.0,3.0,2.0,91.51,"南,",精装,高,26.0,板楼,万科金色城市K3地块,白沙洲 
1299000.0,2.0,1.0,70.21,"南,",简装,高,34.0,板楼,保利心语十期,珞狮南路 
1100000.0,3.0,1.0,90.5,"南,",毛坯,高,34.0,板楼,爱家名校华城,白沙洲 
1580000.0,3.0,1.0,97.57,"南,北,",精装,高,34.0,板楼,菁英城一期,白沙洲 
2580000.0,3.0,2.0,114.84,"南,北,",毛坯,中,11.0,板楼,花样年花郡,团结大道 
2000000.0,3.0,1.0,100.83,"南,",精装,低,44.0,板楼,保利新武昌K4地块,白沙洲 
1370000.0,3.0,1.0,107.06,"南,",简装,中,25.0,板楼,香水湾,白沙洲 
1930000.0,3.0,1.0,87.05,"东南,",精装,中,34.0,,金地自在城,团结大道 
2150000.0,4.0,2.0,130.14,"南,北,",精装,高,7.0,板楼,新城阅璟台,白沙洲 
3700000.0,3.0,2.0,118.16,"南,北,",精装,中,28.0,板楼,保利华都,虎泉杨家湾 
13000000.0,5.0,2.0,340.61,"南,北,",毛坯,中,31.0,板楼,纯水岸东湖天屿一期,东湖东亭 
1280000.0,3.0,1.0,86.01,"南,北,",精装,低,28.0,,山河阁调,青山 
2770000.0,3.0,2.0,154.99,"南,",精装,低,30.0,塔楼,阳光美墅,卓刀泉 
3960000.0,3.0,2.0,119.76,"南,北,",精装,中,45.0,板楼,纯水岸东湖天屿一期,东湖东亭 
1400000.0,4.0,1.0,89.6,"东南,",简装,高,11.0,板楼,青菱城市花园一期,白沙洲 
1190000.0,4.0,2.0,133.97,"东南,",简装,高,7.0,板楼,武泰闸花园小区,白沙洲 
2300000.0,3.0,2.0,136.65,"南,",精装,低,11.0,塔楼,华大家园,珞狮南路 
3200000.0,4.0,2.0,141.65,"北,南,",精装,高,27.0,板楼,泰然南湖玫瑰湾一期,珞狮南路 
2000000.0,3.0,2.0,112.81,"东南,",简装,中,43.0,板楼,杨春湖畔,青山 
1720000.0,3.0,2.0,85.74,"南,",简装,高,32.0,板楼,金地自在城,团结大道 
